id,Captions,URL,Class
742,a boat floating on top of a body of water .,http://www.mufoncms.com/files_jeud8334j/88004_submitter_file3__IMG5710Nov040551PM.jpg,"['drilling platform, offshore rig']"
743,a person flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/88004_submitter_file4__IMG5711Nov040551PM.jpg,"['lakeside, lakeshore']"
744,a boat floating on top of a body of water .,http://www.mufoncms.com/files_jeud8334j/88004_submitter_file5__IMG5712Nov040551PM.jpg,"['drilling platform, offshore rig']"
745,a plane flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/88004_submitter_file6__IMG5713Nov040551PM.jpg,['pier']
746,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/88004_submitter_file7__IMG5714Nov040551PM.jpg,['balloon']
747,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/88004_submitter_file8__IMG5715Nov040551PM.jpg,"['beacon, lighthouse, beacon light, pharos']"
748,a crowd of people standing on a street corner .,http://www.mufoncms.com/files_jeud8334j/87989_submitter_file1__1225010151330889182958633381353n.jpg,['stage']
749,a tv sitting on top of a sandy beach .,http://www.mufoncms.com/files_jeud8334j/87979_submitter_file1__IMG20170924175230021.jpg,"['television, television system']"
750,a person on a snowboard in the air .,http://www.mufoncms.com/files_jeud8334j/87979_submitter_file2__IMG20170924175316083HDR.jpg,['snowmobile']
751,a computer monitor sitting on top of a desk .,http://www.mufoncms.com/files_jeud8334j/87979_submitter_file3__IMG20170924175426834HDR.jpg,"['screen, CRT screen']"
752,a person is flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/87971_submitter_file1__20170716204534.jpg,"['lakeside, lakeshore']"
753,a person standing on a beach flying a kite .,http://www.mufoncms.com/files_jeud8334j/87971_submitter_file2__20170716204650.jpg,"['cliff, drop, drop-off']"
754,a large body of water with a sky background,http://www.mufoncms.com/files_jeud8334j/87971_submitter_file3__20170716204410.jpg,"['seashore, coast, seacoast, sea-coast']"
755,a person riding a motorcycle down a road .,http://www.mufoncms.com/files_jeud8334j/87925_submitter_file1__20171110144539.jpg,"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']"
756,a street sign on a road near a body of water,http://www.mufoncms.com/files_jeud8334j/87925_submitter_file2__20171110144535.jpg,"['breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
757,a car driving down a road next to a giraffe .,http://www.mufoncms.com/files_jeud8334j/87925_submitter_file3__201711101445391.jpg,"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']"
758,a view of an airplane flying through the sky .,http://www.mufoncms.com/files_jeud8334j/87907_submitter_file1__Screenshot20171110002828.png,"['nematode, nematode worm, roundworm']"
759,a close up of an apple and a mouse .,http://www.mufoncms.com/files_jeud8334j/87907_submitter_file2__Screenshot20171109223931.png,"['nematode, nematode worm, roundworm']"
760,a night view of a city street at night .,http://www.mufoncms.com/files_jeud8334j/87907_submitter_file3__IMG20170922194838.jpg,"['nematode, nematode worm, roundworm']"
761,a close up of a street light with a sky background,http://www.mufoncms.com/files_jeud8334j/87907_submitter_file4__Screenshot20171109223917.png,"['web site, website, internet site, site']"
762,a man flying through the air while riding a skateboard .,http://www.mufoncms.com/files_jeud8334j/87907_submitter_file5__Screenshot20171109223803.png,"['nematode, nematode worm, roundworm']"
763,a rear view mirror of a car driving down a road .,http://www.mufoncms.com/files_jeud8334j/87896_submitter_file1__20140610155508.jpg,['car mirror']
764,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/87896_submitter_file2__output.jpg,"['parachute, chute']"
765,a kite flying in the sky over the ocean .,http://www.mufoncms.com/files_jeud8334j/87896_submitter_file3__ufo1.jpg,"['nematode, nematode worm, roundworm']"
766,a black and white photo of a tennis racket,http://www.mufoncms.com/files_jeud8334j/87894_submitter_file1__MayherStrip3460.jpg,"['file, file cabinet, filing cabinet']"
767,a pile of books sitting on top of a table .,http://www.mufoncms.com/files_jeud8334j/87894_submitter_file2__RainwaterLetter600.jpg,['menu']
768,a black and white photo of a man in a suit,http://www.mufoncms.com/files_jeud8334j/87894_submitter_file3__MayherStrip2.jpg,"['rule, ruler']"
769,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/87878_submitter_file1__Screenshot20171011024842.png,"['spotlight, spot']"
770,a view of a plane flying over the mountains .,http://www.mufoncms.com/files_jeud8334j/87878_submitter_file2__Screenshot20171011024753.png,['volcano']
771,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/87878_submitter_file3__Screenshot20171011024919.png,"['valley, vale']"
772,a kite flying in the sky over the ocean .,http://www.mufoncms.com/files_jeud8334j/87878_submitter_file4__Screenshot20171011024928.png,"['pool table, billiard table, snooker table']"
773,a person in the air on a skateboard,http://www.mufoncms.com/files_jeud8334j/87878_submitter_file5__Screenshot20171011024924.png,"['nematode, nematode worm, roundworm']"
774,a person is flying a kite in a field,http://www.mufoncms.com/files_jeud8334j/87866_submitter_file1__6857A15402104B668F7AE98D7622AC9A.jpeg,"['web site, website, internet site, site']"
775,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/87866_submitter_file2__58551D4EF9B444639E821F8448E3392D.jpeg,"['mobile home, manufactured home']"
776,a person is in the air on a snowboard .,http://www.mufoncms.com/files_jeud8334j/87866_submitter_file3__F435FFCAE2D04CC0951C875E2BC93969.png,"['parachute, chute']"
777,a large clock tower with a sky background,http://www.mufoncms.com/files_jeud8334j/87863_submitter_file2__IMG3338.PNG,"['jersey, T-shirt, tee shirt']"
778,a fire hydrant in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/87863_submitter_file4__IMG3299.JPG,['geyser']
779,a person is flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/87858_submitter_file1__Screenshot20171107194646.png,['pelican']
780,a person is flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/87858_submitter_file2__Screenshot20171107194637.png,"['breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
781,a person on a skateboard doing a trick .,http://www.mufoncms.com/files_jeud8334j/87412_submitter_file1__2017072105202711.jpg,"['nematode, nematode worm, roundworm']"
782,a group of people standing in front of a traffic light .,http://www.mufoncms.com/files_jeud8334j/87412_submitter_file2__2017072105203111.jpg,"['nematode, nematode worm, roundworm']"
783,a person holding a red and black umbrella .,http://www.mufoncms.com/files_jeud8334j/87412_submitter_file3__2017072105203711.jpg,"['nematode, nematode worm, roundworm']"
784,a black and white photo of a person holding a camera,http://www.mufoncms.com/files_jeud8334j/87412_submitter_file4__FBIMG1502062107048.jpg,['digital clock']
785,a picture of a christmas tree in the dark .,http://www.mufoncms.com/files_jeud8334j/87403_submitter_file1__20171016192137.jpg,['matchstick']
786,a close up of a person holding a cell phone,http://www.mufoncms.com/files_jeud8334j/87403_submitter_file2__20171016192154.jpg,['matchstick']
787,a bathroom with a shower and a toilet .,http://www.mufoncms.com/files_jeud8334j/87385_submitter_file1__20171017001050.jpg,"['wardrobe, closet, press']"
788,a black and white photo of a person on a bed .,http://www.mufoncms.com/files_jeud8334j/87385_submitter_file2__20171017001126.jpg,"['lampshade, lamp shade']"
789,a view of a building with a clock on the wall .,http://www.mufoncms.com/files_jeud8334j/87385_submitter_file3__20171017001131.jpg,['window shade']
790,a black and white photo of a person on a skateboard .,http://www.mufoncms.com/files_jeud8334j/87385_submitter_file4__20171017001144.jpg,"['cliff, drop, drop-off']"
791,a fire hydrant in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/87385_submitter_file5__20171017001153.jpg,['pole']
792,a city street at night with a traffic light .,http://www.mufoncms.com/files_jeud8334j/87369_submitter_file1__DD5348E644014AE0B2FACE9BBE3529BD.jpeg,"['mobile home, manufactured home']"
793,a view of a city street from a car .,http://www.mufoncms.com/files_jeud8334j/87369_submitter_file2__F7E40C5D425C408192139C3F85078B2D.jpeg,"['cab, hack, taxi, taxicab']"
794,a traffic light on a city street with buildings in the background,http://www.mufoncms.com/files_jeud8334j/87369_submitter_file3__35CBAD028919486C8C9B04837D3C0396.jpeg,"['cinema, movie theater, movie theatre, movie house, picture palace']"
795,a close up of a person holding a cell phone,http://www.mufoncms.com/files_jeud8334j/87369_submitter_file4__0B3816017E774A398B68C10AD974066E.jpeg,['modem']
796,a close up of a person holding a frisbee,http://www.mufoncms.com/files_jeud8334j/87365_submitter_file1__4A387273E7434AC38411825E53C1A01E.jpeg,['ping-pong ball']
797,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/87365_submitter_file2__716FDDFD481C4AEAB0A06539CC4AD782.jpeg,"['nematode, nematode worm, roundworm']"
798,a woman is holding a large red and white umbrella .,http://www.mufoncms.com/files_jeud8334j/87365_submitter_file3__711C6870A97A454FBD3F9D396A7F1703.jpeg,"['nematode, nematode worm, roundworm']"
799,a close up of a tv on a table,http://www.mufoncms.com/files_jeud8334j/87365_submitter_file4__BB014718A7A1416A80A20F61F487DF66.jpeg,['jellyfish']
800,a group of people standing in a field with a kite .,http://www.mufoncms.com/files_jeud8334j/87363_submitter_file1__mufon.jpg,['menu']
801,a view of a building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/87343_submitter_file1__IMG30371.JPG,"['nematode, nematode worm, roundworm']"
802,a man standing on a skateboard on a sidewalk .,http://www.mufoncms.com/files_jeud8334j/87310_submitter_file1__dennisuap.jpg,"['bannister, banister, balustrade, balusters, handrail']"
803,a woman standing in a field holding a kite .,http://www.mufoncms.com/files_jeud8334j/87310_submitter_file2__dennisuap1.jpg,"['sunglasses, dark glasses, shades']"
804,an airplane flying over a city at night .,http://www.mufoncms.com/files_jeud8334j/87293_submitter_file1__IMG1631.jpgUFO.jpg,['palace']
805,a fire hydrant in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/87284_submitter_file2__PicsArt100904.20.22.jpg,['fountain']
806,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/87284_submitter_file3__20171009154019Burst01.jpg,['geyser']
807,a group of people riding skis down a snow covered slope .,http://www.mufoncms.com/files_jeud8334j/87284_submitter_file4__PicsArt100904.23.16.jpg,['fountain']
808,a person on a snowboard in the snow .,http://www.mufoncms.com/files_jeud8334j/87284_submitter_file5__Screenshot20171009160616.png,['geyser']
809,a group of people skiing down a snow covered slope .,http://www.mufoncms.com/files_jeud8334j/87284_submitter_file6__PicsArt100904.29.24.jpg,['fountain']
810,a group of people standing on top of a snow covered slope .,http://www.mufoncms.com/files_jeud8334j/87284_submitter_file7__PicsArt100904.31.41.jpg,['fountain']
811,a fire hydrant in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/87284_submitter_file8__PicsArt100904.37.49.jpg,['fountain']
812,a view of a mountain range from inside a plane .,http://www.mufoncms.com/files_jeud8334j/87274_submitter_file1__1.JPG,['convertible']
813,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/87274_submitter_file2__2.png,"['warplane, military plane']"
814,a plane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/87274_submitter_file3__3.png,['wing']
815,a plane is flying over a city street .,http://www.mufoncms.com/files_jeud8334j/87274_submitter_file4__4.png,['missile']
816,a large jetliner flying through a cloudy blue sky .,http://www.mufoncms.com/files_jeud8334j/87268_submitter_file1__IMG6330.JPG,['jellyfish']
817,a blue and white bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/87268_submitter_file2__IMG6331.JPG,['balloon']
818,a blue and white bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/87268_submitter_file3__IMG6332.JPG,"['spotlight, spot']"
819,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/87268_submitter_file4__IMG6334.JPG,['balloon']
820,a man is standing in front of a mirror,http://www.mufoncms.com/files_jeud8334j/87261_submitter_file1__TiffanysUFO1Sept282017.jpeg,"['traffic light, traffic signal, stoplight']"
821,a person holding a pair of scissors in their hands .,http://www.mufoncms.com/files_jeud8334j/87261_submitter_file2__TiffanysUFO2Sept282017.jpeg,['fountain']
822,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/87225_submitter_file1__20171002121337.jpg,['obelisk']
823,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/87225_submitter_file2__20171002121337Kopie.jpg,"['lakeside, lakeshore']"
824,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/87213_submitter_file1__86F8AAAF96CD44AEB9AFC320E1629359.jpeg,['crane']
825,a red and white plane flying in the sky,http://www.mufoncms.com/files_jeud8334j/87213_submitter_file2__2FCF129F96DD40889A9A4E3BAF16C73A.jpeg,['crane']
826,a plane flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/87213_submitter_file3__31FC9F6830FF4A2FBFEE7BD47BDC58BB.jpeg,['crane']
827,a person flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/87210_submitter_file1__IMG07491.JPG,['ski']
828,a bunch of bananas hanging from a tree .,http://www.mufoncms.com/files_jeud8334j/87195_submitter_file1__Capture6.PNG,"['nematode, nematode worm, roundworm']"
829,a bunch of flowers that are in the grass .,http://www.mufoncms.com/files_jeud8334j/87195_submitter_file2__Capture3.PNG,"['nematode, nematode worm, roundworm']"
830,a tree with a bunch of birds on it,http://www.mufoncms.com/files_jeud8334j/87195_submitter_file3__Capture4.PNG,"['nematode, nematode worm, roundworm']"
831,a close up of a pair of scissors,http://www.mufoncms.com/files_jeud8334j/87195_submitter_file4__Capture5.PNG,"['nematode, nematode worm, roundworm']"
832,a view of a bunch of birds flying in the sky .,http://www.mufoncms.com/files_jeud8334j/87195_submitter_file5__samestars.PNG,"['nematode, nematode worm, roundworm']"
833,a bunch of boats that are in the water .,http://www.mufoncms.com/files_jeud8334j/87185_submitter_file1__DSC0058.JPG,"['seashore, coast, seacoast, sea-coast']"
834,a group of people standing on top of a sandy beach .,http://www.mufoncms.com/files_jeud8334j/87185_submitter_file2__DSC0059.JPG,"['seashore, coast, seacoast, sea-coast']"
835,a bunch of boats that are in the water .,http://www.mufoncms.com/files_jeud8334j/87185_submitter_file3__DSC0060.JPG,"['seashore, coast, seacoast, sea-coast']"
836,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/87183_submitter_file1__DSC0163cropped.JPG,"['promontory, headland, head, foreland']"
837,a kite flying in the sky over a body of water .,http://www.mufoncms.com/files_jeud8334j/87183_submitter_file2__DSC0164cropped.JPG,"['promontory, headland, head, foreland']"
838,a group of people flying kites in a park .,http://www.mufoncms.com/files_jeud8334j/87177_submitter_file1__IMG20170821101645.jpg,['barn']
839,a group of birds flying over a street .,http://www.mufoncms.com/files_jeud8334j/87177_submitter_file2__IMG20170821101724.jpg,"['spotlight, spot']"
840,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/87177_submitter_file3__PHOTO20170504143652.jpg,"['megalith, megalithic structure']"
841,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/87177_submitter_file4__PHOTO20170504143659.jpg,['geyser']
842,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/87177_submitter_file5__PHOTO20170504143706.jpg,"['megalith, megalithic structure']"
843,a view of a mountain range from below .,http://www.mufoncms.com/files_jeud8334j/87170_submitter_file1__DSC2655.jpg,['alp']
844,a bunch of kites flying in the sky,http://www.mufoncms.com/files_jeud8334j/87167_submitter_file3__Edgedetection6.10.17.png,"['parachute, chute']"
845,a person is snowboarding down a snowy hill .,http://www.mufoncms.com/files_jeud8334j/87167_submitter_file4__imageenhanced.png,"['puck, hockey puck']"
846,a building with a clock on the top of it .,http://www.mufoncms.com/files_jeud8334j/87167_submitter_file5__siteforsighting.png,"['brass, memorial tablet, plaque']"
847,a close up of a pair of scissors,http://www.mufoncms.com/files_jeud8334j/87167_submitter_file6__2014streetviewwithimagenexttoit2017.png,['envelope']
848,an airplane flying over a snow covered mountain .,http://www.mufoncms.com/files_jeud8334j/87162_submitter_file2__20171003190159.jpg,['pole']
849,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/87162_submitter_file3__20170607050427.jpg,"['nematode, nematode worm, roundworm']"
850,a plane flying in the sky on a cloudy day .,http://www.mufoncms.com/files_jeud8334j/87147_submitter_file1__20171005091540.jpg,['kite']
851,a close up of a pair of scissors,http://www.mufoncms.com/files_jeud8334j/87147_submitter_file2__Screenshot20171005134318.png,"['web site, website, internet site, site']"
852,a view of a field with a clock tower .,http://www.mufoncms.com/files_jeud8334j/87145_submitter_file1__IMG19041.jpg,"['megalith, megalithic structure']"
853,a couple of people are standing in a field,http://www.mufoncms.com/files_jeud8334j/87145_submitter_file2__IMG1904.jpg,['alp']
854,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/87145_submitter_file3__ScreenShot20171005at3.23.31AM.png,"['airship, dirigible']"
855,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/87145_submitter_file4__ScreenShot20171005at3.24.42AM.png,"['parachute, chute']"
856,a person on a skateboard in the air .,http://www.mufoncms.com/files_jeud8334j/87139_submitter_file1__IMG20171005011707.jpg,"['spotlight, spot']"
857,a night time view of a city street .,http://www.mufoncms.com/files_jeud8334j/87139_submitter_file2__IMG20171005011715.jpg,"['spotlight, spot']"
858,a person jumping in the air on a skateboard .,http://www.mufoncms.com/files_jeud8334j/87139_submitter_file3__IMG20171005011816.jpg,"['nematode, nematode worm, roundworm']"
859,an airplane is flying over a bridge over a river .,http://www.mufoncms.com/files_jeud8334j/87138_submitter_file1__received446184215775222.jpeg,"['drilling platform, offshore rig']"
860,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/87131_submitter_file1__image.jpeg,['kite']
861,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/87127_submitter_file1__9447FF3453AF49E997FE83CC59029AC6.jpeg,['volcano']
862,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/87127_submitter_file2__1772FB2236BD4C15BC686A5871D56C86.png,['kite']
863,a person flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/87127_submitter_file3__C26DC8B6B2F14E44A3DE9E35FF9F3523.png,"['parachute, chute']"
864,a train traveling over a bridge over a river .,http://www.mufoncms.com/files_jeud8334j/87106_submitter_file1__IMG3064.JPG,"['cliff, drop, drop-off']"
865,a stop sign that is on a pole .,http://www.mufoncms.com/files_jeud8334j/87106_submitter_file3__IMG3067.JPG,['knot']
866,a black and white photo of a person holding a red and black umbrella,http://www.mufoncms.com/files_jeud8334j/87103_submitter_file1__IMG6233.JPG,['jellyfish']
867,a group of people standing on top of a sandy beach .,http://www.mufoncms.com/files_jeud8334j/86565_submitter_file1__k.jpg,"['seashore, coast, seacoast, sea-coast']"
868,a person flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/86565_submitter_file2__a.jpg,"['submarine, pigboat, sub, U-boat']"
869,a group of people on a beach flying a kite .,http://www.mufoncms.com/files_jeud8334j/86565_submitter_file3__j.jpg,"['seashore, coast, seacoast, sea-coast']"
870,a group of birds sitting on top of a pole .,http://www.mufoncms.com/files_jeud8334j/86560_submitter_file1__DSC01113.JPG,['volcano']
871,a city street filled with lots of traffic .,http://www.mufoncms.com/files_jeud8334j/86560_submitter_file2__DSC011133.JPG,"['traffic light, traffic signal, stoplight']"
872,a bird flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/86560_submitter_file3__DSC011134.JPG,['volcano']
873,a traffic light sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/86560_submitter_file4__DSC01114.JPG,['volcano']
874,a large building with a large clock tower .,http://www.mufoncms.com/files_jeud8334j/86551_submitter_file1__HouseofNibiru.jpeg,"['picket fence, paling']"
875,a group of birds sitting on top of a roof .,http://www.mufoncms.com/files_jeud8334j/86551_submitter_file2__Nibiru.jpg,['plastic bag']
876,a black and white photo of a green plant .,http://www.mufoncms.com/files_jeud8334j/86551_submitter_file3__Nibiru2.jpg,['Granny Smith']
877,a kite flying in the sky above a city .,http://www.mufoncms.com/files_jeud8334j/86550_submitter_file1__162.jpg,"['nematode, nematode worm, roundworm']"
878,a red and black bird is flying in the sky,http://www.mufoncms.com/files_jeud8334j/86550_submitter_file2__170.jpg,"['nematode, nematode worm, roundworm']"
879,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/86550_submitter_file3__163.jpg,"['nematode, nematode worm, roundworm']"
880,a black and white photo of a person in a dark room .,http://www.mufoncms.com/files_jeud8334j/86550_submitter_file4__176.jpg,"['nematode, nematode worm, roundworm']"
881,a black and white photo of a black and white mouse,http://www.mufoncms.com/files_jeud8334j/86550_submitter_file5__164.jpg,"['nematode, nematode worm, roundworm']"
882,a black and white photo of a clock,http://www.mufoncms.com/files_jeud8334j/86550_submitter_file6__161.jpg,"['nematode, nematode worm, roundworm']"
883,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/86550_submitter_file7__171.jpg,['barn']
884,a train traveling through a lush green countryside .,http://www.mufoncms.com/files_jeud8334j/86531_submitter_file1__20170114113936.jpg,['alp']
885,a herd of sheep grazing on a lush green hillside .,http://www.mufoncms.com/files_jeud8334j/86531_submitter_file2__20170114115117.jpg,"['valley, vale']"
886,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86515_submitter_file1__Capture2.PNG,['jellyfish']
887,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86515_submitter_file2__InkedCapture3LI.jpg,"['albatross, mollymawk']"
888,a yellow fire hydrant sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/86515_submitter_file3__Capture2embossed.jpg,"['nematode, nematode worm, roundworm']"
889,a kite that is flying in the air .,http://www.mufoncms.com/files_jeud8334j/86515_submitter_file4__InkedCapture3embossedLI.jpg,"['nematode, nematode worm, roundworm']"
890,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86514_submitter_file1__20170901173304.jpg,"['beacon, lighthouse, beacon light, pharos']"
891,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86514_submitter_file2__20170901173259.jpg,"['lakeside, lakeshore']"
892,a group of kites flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86514_submitter_file3__20170901173222.jpg,['balloon']
893,a group of kites flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86514_submitter_file4__20170901173155.jpg,['balloon']
894,a person in the air on a skateboard .,http://www.mufoncms.com/files_jeud8334j/86409_submitter_file1__Rectangle.jpg,"['shield, buckler']"
895,a man flying through the air while riding a skateboard .,http://www.mufoncms.com/files_jeud8334j/86402_submitter_file1__201708211222201.jpg,['vulture']
896,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/86402_submitter_file2__20170821130017.jpg,"['spotlight, spot']"
897,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/86402_submitter_file3__20170821130704.jpg,['bubble']
898,a blue and white photo of a person holding a frisbee .,http://www.mufoncms.com/files_jeud8334j/86402_submitter_file4__20170822165958.jpg,['Granny Smith']
899,a kite flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/86390_submitter_file1__20170831203420.jpg,['pole']
900,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/86390_submitter_file2__20170831203419.jpg,['pole']
901,a black and white photo of a city street,http://www.mufoncms.com/files_jeud8334j/86378_submitter_file1__EclipseLightsreport1.jpg,['volcano']
902,a black and white photo of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/86378_submitter_file2__EclipseLightsreport2.jpg,['volcano']
903,a black and white photo of a bunch of birds .,http://www.mufoncms.com/files_jeud8334j/86378_submitter_file3__EclipseLightsreport3.jpg,"['nematode, nematode worm, roundworm']"
904,a close up of a person holding a baseball bat,http://www.mufoncms.com/files_jeud8334j/86375_submitter_file1__IMG3396.JPG,['ping-pong ball']
905,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86375_submitter_file2__IMG3402.JPG,"['pool table, billiard table, snooker table']"
906,a traffic light with a street sign on it .,http://www.mufoncms.com/files_jeud8334j/86375_submitter_file3__IMG3404.JPG,['digital clock']
907,a flock of birds flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86375_submitter_file4__IMG3409.JPG,['crane']
908,a close up of a person holding a baseball bat,http://www.mufoncms.com/files_jeud8334j/86374_submitter_file1__IMG3396.JPG,['ping-pong ball']
909,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86374_submitter_file2__IMG3402.JPG,"['pool table, billiard table, snooker table']"
910,a traffic light with a street sign on it .,http://www.mufoncms.com/files_jeud8334j/86374_submitter_file3__IMG3404.JPG,['digital clock']
911,a flock of birds flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/86374_submitter_file4__IMG3409.JPG,['crane']
912,a plane flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/86371_submitter_file1__IMG6607.PNG,"['radio telescope, radio reflector']"
913,a person is flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/86371_submitter_file2__IMG6610.PNG,"['seashore, coast, seacoast, sea-coast']"
914,a view of a beach with a sunset in the background .,http://www.mufoncms.com/files_jeud8334j/86371_submitter_file3__IMG6608.PNG,"['seashore, coast, seacoast, sea-coast']"
915,a view of a plane in the sky .,http://www.mufoncms.com/files_jeud8334j/86371_submitter_file4__IMG6609.PNG,['wing']
916,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/86359_submitter_file1__IMG4498.JPG,['crane']
917,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86355_submitter_file1__cubeufo1.PNG,['volcano']
918,a blue and white plane is flying in the sky,http://www.mufoncms.com/files_jeud8334j/86355_submitter_file2__cubeufo2.PNG,['volcano']
919,a kite is flying high in the sky .,http://www.mufoncms.com/files_jeud8334j/86355_submitter_file3__cubeufo3.PNG,['bubble']
920,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/86349_submitter_file1__IMG1198.JPG,['geyser']
921,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86349_submitter_file2__IMG1197.JPG,['geyser']
922,a plane is flying in the sky on a cloudy day .,http://www.mufoncms.com/files_jeud8334j/86349_submitter_file3__IMG1196.JPG,['geyser']
923,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86349_submitter_file4__IMG1195.JPG,['geyser']
924,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/86345_submitter_file1__IMG5390.JPG,['torch']
925,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/86345_submitter_file2__IMG5391.JPG,"['traffic light, traffic signal, stoplight']"
926,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/86345_submitter_file3__IMG5392.JPG,"['traffic light, traffic signal, stoplight']"
927,a fire hydrant in the middle of a street .,http://www.mufoncms.com/files_jeud8334j/86334_submitter_file1__IMG7361.JPG,"['patio, terrace']"
928,a large airplane flying through a blue sky .,http://www.mufoncms.com/files_jeud8334j/86333_submitter_file1__LisbonJuly302017.JPG,['airliner']
929,a large passenger jet flying through a blue sky .,http://www.mufoncms.com/files_jeud8334j/86333_submitter_file2__DSC8168.JPG,['airliner']
930,a large jetliner flying through a blue sky .,http://www.mufoncms.com/files_jeud8334j/86333_submitter_file3__DSC8171.JPG,['airliner']
931,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/86324_submitter_file1__IMG1350.JPG,['jellyfish']
932,a crowd of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/86319_submitter_file1__IMG3808.JPG,['palace']
933,a large body of water with boats in it,http://www.mufoncms.com/files_jeud8334j/86301_submitter_file1__27aug201704h55m49sPM2.JPG,"['seashore, coast, seacoast, sea-coast']"
