Class,URL
['fountain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90697_submitter_file1__IMG2967.JPG
['fountain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90683_submitter_file1__3138BB9E89214BE0B298F2E10FE51684.jpeg
"['great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90683_submitter_file2__34A414ABA17441B6BD24D8B5F00A7612.jpeg
['nail'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90661_submitter_file1__20180121101317.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file1__01UFO.jpg
['missile'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file2__02UFO.jpg
['missile'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file3__03UFO.jpg
['tick'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file4__04croped.jpg
"['lacewing, lacewing fly']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file5__04cropedFilter.jpg
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90659_submitter_file1__IMG0501.JPG
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90659_submitter_file2__IMG0502.JPG
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90659_submitter_file3__IMG0503.JPG
['bubble'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90659_submitter_file4__IMG0504.JPG
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90659_submitter_file5__28512014543627132673704415353958n.jpg
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file1__vzdlenfotka.png
"['solar dish, solar collector, solar furnace']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file2__velkpiblen.png
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file3__sloenobrzeksufo.png
['jellyfish'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file4__prvnpiblen.png
['abacus'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file5__detailjednalod.png
"['flagpole, flagstaff']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90629_submitter_file1__20180306180753.jpg
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90626_submitter_file1__ufo.jpg
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90623_submitter_file1__BRIGHTLIGHT.jpg
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90623_submitter_file2__UFO.jpg
['balloon'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90623_submitter_file3__UFO2.jpg
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90617_submitter_file1__20160907192832.jpg
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90617_submitter_file2__20160907192830.jpg
['jellyfish'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90599_submitter_file1__IMG6789.JPG
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file1__20170327082608.jpg
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file2__20170327082610.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file3__20170327082612.jpg
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file4__20170327082600.jpg
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file5__20170327082624.jpg
['kite'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90564_submitter_file1__IMG3337.jpg
['vulture'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90564_submitter_file2__IMG3308.jpg
"['bald eagle, American eagle, Haliaeetus leucocephalus']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90564_submitter_file3__IMG3322.jpg
['kite'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90564_submitter_file4__IMG3316.jpg
"['bald eagle, American eagle, Haliaeetus leucocephalus']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90564_submitter_file5__IMG3327.jpg
['vulture'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90564_submitter_file6__IMG3307.jpg
"['bald eagle, American eagle, Haliaeetus leucocephalus']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90564_submitter_file7__IMG3319.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90560_submitter_file1__image1.JPG
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90560_submitter_file2__IMG0136.JPG
['crane'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90557_submitter_file1__20180304125753HDR.jpg
['kite'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90557_submitter_file2__20180304125753HDR11.jpg
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90557_submitter_file3__20180304125753HDR111.jpg
['castle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90541_submitter_file1__IMG3658.JPG
['castle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90541_submitter_file2__IMG3659.JPG
['castle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90541_submitter_file3__IMG3660.JPG
['castle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90541_submitter_file4__IMG3661.JPG
['castle'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90541_submitter_file5__IMG3662.JPG
['pole'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90539_submitter_file1__KMC0366.JPG
"['worm fence, snake fence, snake-rail fence, Virginia fence']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90539_submitter_file2__KMC0367.JPG
['pole'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90539_submitter_file3__KMC0368.JPG
['pole'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90539_submitter_file4__KMC0369.JPG
"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file1__1029111430.jpg
['shower curtain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file2__1029111541.jpg
"['walking stick, walkingstick, stick insect']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file3__1029111542.jpg
['stingray'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file4__10291116430002.jpg
"['lighter, light, igniter, ignitor']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file5__10291115420005.jpg
['vault'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file6__10291116430001.jpg
"['walking stick, walkingstick, stick insect']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file7__10291115420001.jpg
"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file1__1029111430.jpg
['shower curtain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file2__1029111541.jpg
"['walking stick, walkingstick, stick insect']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file3__1029111542.jpg
['stingray'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file4__10291116430002.jpg
"['lighter, light, igniter, ignitor']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file5__10291115420005.jpg
['vault'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file6__10291116430001.jpg
"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file1__1029111430.jpg
['shower curtain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file2__1029111541.jpg
"['walking stick, walkingstick, stick insect']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file3__1029111542.jpg
['stingray'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file4__10291116430002.jpg
"['lighter, light, igniter, ignitor']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file5__10291115420005.jpg
['vault'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file6__10291116430001.jpg
"['walking stick, walkingstick, stick insect']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file7__10291115420001.jpg
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90503_submitter_file2__IMG84841.JPG
['kite'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90503_submitter_file3__IMG8484.JPG
['fountain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90488_submitter_file1__IMG2050.JPG
['fountain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90488_submitter_file2__IMG2050.JPG
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90479_submitter_file1__objectinsky1Feb152018.png
"['television, television system']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90479_submitter_file2__objectinsky2Feb1520182.jpg
['window screen'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90479_submitter_file3__objectinsky3Feb1520182.jpg
['abaya'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90478_submitter_file1__coloredlightsinskyFeb62018.png
"['megalith, megalithic structure']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90462_submitter_file1__26943022102155061084757881380208352n.jpg
['rapeseed'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90462_submitter_file2__2699618110215506096715494330740942n.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file1__IMG20180224222505.jpg
"['common newt, Triturus vulgaris']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file2__IMG20180224222639.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file3__IMG20180224222437.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file5__IMG20180226214634.jpg
['balloon'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90433_submitter_file1__IMG20170821131622.jpg
"['airship, dirigible']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90433_submitter_file2__20171015161739.png
['matchstick'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90425_submitter_file1__IMG0366.JPG
"['airship, dirigible']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90421_submitter_file1__IMG2018022416514901.jpeg
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90421_submitter_file2__Screenshot2018022522320801.jpeg
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/90421_submitter_file3__IMG2018022416514902.jpeg
