Captions,URL
a birthday cake with a train on it,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91262_submitter_file1__50pxQuestionbooknewsvg.png
a plane is flying over a field of grass .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file1__01UFO.jpg
an airplane flying over a building with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file2__02UFO.jpg
an airplane flying in the sky over a building .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file3__03UFO.jpg
a black and white photo of a surf board on the beach .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file4__04croped.jpg
a white and blue toothbrush in a white bucket .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90660_submitter_file5__04cropedFilter.jpg
a plane flying in the sky over a mountain .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90988_submitter_file1__IMG0341.jpg
a large window with a clock on it .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90112_submitter_file1__20180202135208.jpg
a view of a street sign and a traffic light .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90111_submitter_file2__Screenshot20180207234245.png
a plane flying in the air with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90111_submitter_file3__Screenshot20180207234253.png
a man flying a kite on a cloudy day .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90111_submitter_file4__Screenshot20180207234307.png
a bird flying in the sky with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90119_submitter_file1__20180131194552.jpg
an airplane flying in the sky over a city .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90119_submitter_file2__20180131194600.jpg
an open door leading to the door of a house .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90572_submitter_file1__20180305021446.jpg
a black and white photo of a small tv,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90572_submitter_file2__20180305021500.jpg
a view of a window from the inside of a building .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90572_submitter_file3__20180305021505.jpg
a bathroom with a shower and a toilet .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90572_submitter_file4__20180305021621.jpg
a red fire hydrant sitting in the middle of a forest .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90277_submitter_file1__20170724110829.jpg
a red and white fire hydrant in the snow .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90277_submitter_file2__20170723164349.jpg
a red stop sign sitting in the middle of a forest .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90277_submitter_file3__20170723161638.jpg
a view of a mountain range from a plane .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90277_submitter_file4__20170723164346.jpg
a man standing in front of a large building .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90184_submitter_file1__20180202003121.jpg
a traffic light sitting on the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90184_submitter_file2__20180201010331.jpg
a traffic light suspended over a city street .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90184_submitter_file3__20180201010325.jpg
a clock tower in the middle of a city .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90184_submitter_file4__20180201010304.jpg
a man standing in front of a large building .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90184_submitter_file5__20180202003121.jpg
a view of a field of grass and a kite .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90180_submitter_file1__Screenshot20180211133853.jpg
a person is flying a kite in a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90180_submitter_file2__Screenshot20180211133820.jpg
a black and white photo of a man on a skateboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file1__Frame128.jpg
a black and white photo of a fire hydrant .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file2__Frame129.jpg
a black and white photo of a fire hydrant,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file3__Frame130.jpg
a black and white photo of a person on a skateboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file4__Frame131.jpg
a black and white photo of a fire hydrant,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file5__Frame133.jpg
a black and white photo of a fire hydrant,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file6__Frame134.jpg
a black and white photo of a fire hydrant .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file7__Frame135.jpg
a black and white photo of a person holding a kite,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90906_submitter_file8__Frame136.jpg
a view of a city skyline from a plane .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90840_submitter_file1__A09F227AC9474A83970AE978331BEE61.jpeg
a black and white photo of a clock,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90902_submitter_file1__UFOsighting.jpg
a plane flying in the air with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90933_submitter_file1__DumbbellshapedUFO20170821Time1335.jpg
a small airplane flying over a body of water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90938_submitter_file1__lights.jpg
a close up of a tooth brush in a sink,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file1__IMG20180224222505.jpg
a bird flying in the air with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file2__IMG20180224222639.jpg
a view of a plane flying in the sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file3__IMG20180224222437.jpg
a black and white photo of a person on a skateboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90442_submitter_file5__IMG20180226214634.jpg
a black and white photo of a bird on a rock .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90835_submitter_file1__Scan20180317.jpg
a black and white photo of a bird on a rock .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90835_submitter_file3__Scan20180317.jpg
a black and white photo of a cake on a table,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90837_submitter_file1__UnknownObject20180317.png
a person is in the water with a frisbee .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90524_submitter_file1__20180302214326.jpg
a black and white photo of a wet beach,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90524_submitter_file2__20180302213547.jpg
a view of a traffic light and a street sign .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90524_submitter_file3__20180302214647.jpg
a large jetliner flying through a cloudy sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90831_submitter_file1__IMG3783.jpg
an airplane flying in the sky over a mountain .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90831_submitter_file2__IMG3784.jpg
a stop sign on a road with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90833_submitter_file1__20180317222739.png
a black and white photo of a snow covered street .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90833_submitter_file2__Screenshot20180317210305.jpg
a city street at night with a traffic light .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90833_submitter_file3__20180317225547.jpg
a city street filled with lots of traffic .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90833_submitter_file4__20180317225534.jpg
a large jetliner flying over a body of water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90820_submitter_file1__SnapShot20180302T143115.jpg
a person standing on a beach holding a surfboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90820_submitter_file2__SnapShot20180302T143124.jpg
a sign that is on the side of a building .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90820_submitter_file3__SnapShot20180302T143138.jpg
a man standing in front of a stop sign .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90820_submitter_file4__SnapShot20180302T143154.jpg
a stop sign is shown on the side of the road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90820_submitter_file5__SnapShot20180302T143202.jpg
a sign that reads `` <UNK> '' on the side of the road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90820_submitter_file6__SnapShot20180302T143104.jpg
a street sign on the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file1__1029111430.jpg
a black and white photo of a cat in a window,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file2__1029111541.jpg
a close up of a blue and white fire hydrant .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file3__1029111542.jpg
a close up of a vase with a plant in it,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file4__10291116430002.jpg
a white and black bird is standing in a window,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file5__10291115420005.jpg
a man is standing on a boat in the water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file6__10291116430001.jpg
a man holding a frisbee in his right hand .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90527_submitter_file7__10291115420001.jpg
a street sign on the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file1__1029111430.jpg
a black and white photo of a cat in a window,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file2__1029111541.jpg
a close up of a blue and white fire hydrant .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file3__1029111542.jpg
a close up of a vase with a plant in it,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file4__10291116430002.jpg
a white and black bird is standing in a window,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file5__10291115420005.jpg
a man is standing on a boat in the water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90526_submitter_file6__10291116430001.jpg
an airplane is flying in the sky over the clouds .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90909_submitter_file3__0BDC70A43E1841E8B8631320B8B0DD40.jpeg
a kite flying in the sky over a city .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90909_submitter_file4__EEABFF31F0F441C38A4148681BB5888F.jpeg
a bird flying over a body of water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90909_submitter_file5__914ED934066B44B0A4167D05E1D1C331.jpeg
a street sign on the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file1__1029111430.jpg
a black and white photo of a cat in a window,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file2__1029111541.jpg
a close up of a blue and white fire hydrant .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file3__1029111542.jpg
a close up of a vase with a plant in it,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file4__10291116430002.jpg
a white and black bird is standing in a window,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file5__10291115420005.jpg
a man is standing on a boat in the water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file6__10291116430001.jpg
a man holding a frisbee in his right hand .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90525_submitter_file7__10291115420001.jpg
a person is flying a kite in the sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90290_submitter_file3__IMG18831.jpg
a close up of a person holding a skate board,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90290_submitter_file4__IMG1882.jpg
a kite flying in the sky over a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90788_submitter_file1__fullsizeoutput4248.jpeg
a herd of sheep grazing on a lush green hillside .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90788_submitter_file2__fullsizeoutput47d2.jpeg
a large mountain range with mountains in the background .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90788_submitter_file3__fullsizeoutput4249.jpeg
a close up of a person holding a frisbee,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91222_submitter_file1__4CA489C8F4B242E68C4D5B330296BB25.jpeg
a plane flying in the sky over a building .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91222_submitter_file2__FC0E274329D1442F8BF0EEDC60E2D7A0.jpeg
a person flying a kite in a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90629_submitter_file1__20180306180753.jpg
a person riding a snow board on a snowy surface,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90785_submitter_file1__1552.jpeg
a person is flying a kite in a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90785_submitter_file2__1553.jpeg
a person is flying a kite in the sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90239_submitter_file1__ScreenShot20180214at7.42.47PM.png
a black and white photo of a person on a skateboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90237_submitter_file1__20180214222110.jpg
a black and white photo of a clock tower .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90237_submitter_file2__20180214222105.jpg
a black and white photo of a person holding a kite,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90237_submitter_file3__20180214221356.jpg
a bird flying over a body of water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90235_submitter_file1__680AF9DD4AF147A2867AC614B906E1B5.png
a large jetliner flying through a cloudy blue sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90235_submitter_file2__2D0A314E06874E218D923218AC48125D.png
a view of a city street from a plane .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90158_submitter_file1__20160709202741.jpg
a woman wearing a tie and a hat .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90655_submitter_file1__ashtar06.jpg
a close up of a green plant in a vase,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90655_submitter_file2__421ENHANCEDAREALDJIN.jpg
a person on a skateboard does a trick .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90654_submitter_file1__IMG0987.jpg
a clock on a wall next to a wall,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90305_submitter_file1__20180219111402.jpg
a person riding skis down a snow covered slope .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file1__vzdlenfotka.png
a close up of a bird in a body of water,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file2__velkpiblen.png
a flock of birds flying through a cloudy sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file3__sloenobrzeksufo.png
a white and black bird flying in the sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file4__prvnpiblen.png
a close up of a clock on a wall,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90652_submitter_file5__detailjednalod.png
a white and blue boat traveling down a river .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90659_submitter_file5__28512014543627132673704415353958n.jpg
a blue and white airplane flying in the sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90308_submitter_file1__659BE8A103F44517A4C609836FF23F20.jpeg
a man flying through the air while riding a skateboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91123_submitter_file1__IMG20161018232806.jpg
a person on a skateboard doing a trick .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91123_submitter_file2__IMG20161018232834.jpg
a view of a snowy mountain with trees in the background .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90979_submitter_file1__20180323150857.jpg
a stop light that is on a pole .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90979_submitter_file2__20180323150856.jpg
a stop light that is in the snow .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90979_submitter_file3__201803231508560.jpg
a black and white photo of a computer mouse .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91178_submitter_file1__20171006184101.jpg
a herd of cattle grazing on a lush green hillside .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91012_submitter_file1__224754C05F924331A27001929630E197.jpeg
a group of people flying kites in a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90977_submitter_file2__B9B915772E7E4C46B6AC13E7E734D3B2.jpeg
a giraffe standing in the middle of a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90977_submitter_file3__27277CED698C4C1BA7C97095BE4705DB.jpeg
a person holding a pair of scissors in their hands .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90408_submitter_file1__ufo.png
a kite flying in the sky over a city .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90409_submitter_file1__auburnufofeb2418.jpg
a plane flying in the sky over some trees,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90409_submitter_file2__auburn2.jpg
a plane flying over a building with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90409_submitter_file3__auburn3.jpg
a view of a plane flying in the sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90409_submitter_file4__auburn4.jpg
a plane flying in the sky over a building .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90409_submitter_file5__auburn4.5.jpg
a street sign sitting on the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91159_submitter_file1__01c406177bab83de4911e2bd57ec61c5180f3ff4a8.jpg
a street sign sitting on the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91159_submitter_file2__017233ef8d465922e9b6cc75d67867faa4e28c1526.jpg
a man flying a kite in a park .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91156_submitter_file1__8599265AB24C43ABA17EA02A270701C8.jpeg
a street with a lot of cars on it,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90588_submitter_file1__20180305174334.jpg
a view of a city street from the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90588_submitter_file2__20180305174400.jpg
a view of a city street with a stop light .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90588_submitter_file3__20180305174409.jpg
a group of people standing on top of a sandy beach .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90588_submitter_file4__20180305174419.jpg
a close up of a person holding a pair of scissors,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90582_submitter_file1__20180305131729.jpg
a view of a mountain range from a plane .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file1__20170327082608.jpg
a view of a mountain range from a plane .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file2__20170327082610.jpg
a view of a mountain range from a plane .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file3__20170327082612.jpg
a view of a mountain range with a mountain in the background .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file4__20170327082600.jpg
a view of a mountain range with mountains in the background .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90587_submitter_file5__20170327082624.jpg
a laptop computer sitting on top of a desk .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90570_submitter_file2__Screenshot20180304222356.png
a close up of a computer keyboard and a mouse,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90570_submitter_file3__Screenshot20180304223137.png
a close up of a nintendo wii remote,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90570_submitter_file4__Screenshot20180304223240.png
a city street filled with lots of traffic .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90905_submitter_file1__E822AF7AECB642DCA7A91493D1320033.jpeg
a large jetliner flying over a city street .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90905_submitter_file2__66FADF95D17C4A81A21E7BF719504339.jpeg
a large jetliner flying over a snow covered mountain .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90905_submitter_file3__E4FABFFCDC6F43C4B042DFE17FE3052D.jpeg
a black and white photo of a man on a skateboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file1__Frame128.jpg
a black and white photo of a fire hydrant .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file2__Frame129.jpg
a black and white photo of a fire hydrant,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file3__Frame130.jpg
a black and white photo of a person on a skateboard .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file4__Frame131.jpg
a black and white photo of a fire hydrant,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file5__Frame133.jpg
a black and white photo of a fire hydrant,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file6__Frame134.jpg
a black and white photo of a fire hydrant .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file7__Frame135.jpg
a black and white photo of a person holding a kite,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90907_submitter_file8__Frame136.jpg
a close up of a person holding a pair of scissors,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90479_submitter_file1__objectinsky1Feb152018.png
a black and white photo of a clock tower .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90479_submitter_file2__objectinsky2Feb1520182.jpg
a close up of a person holding a cell phone,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90479_submitter_file3__objectinsky3Feb1520182.jpg
a view of a city street with a traffic light .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90478_submitter_file1__coloredlightsinskyFeb62018.png
a kite flying in the sky over a tree .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90293_submitter_file1__1copywitharrow.jpg
a bench on a beach near a body of water,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90293_submitter_file3__2copywitharrow.jpg
a person is flying a kite on the beach .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90293_submitter_file5__3copywitharrow.jpg
a person walking on a beach with a surfboard,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90293_submitter_file7__4copywitharrow.jpg
a plane flying in the sky on a clear day .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90621_submitter_file2__201709182.png
a group of jets flying through a cloudy sky .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90621_submitter_file3__2017091725.png
a flock of birds flying over a body of water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90621_submitter_file4__2174312315498878284023105830226229211903223n.jpg
a person riding a surf board on a wave,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90353_submitter_file1__739D5C6F67424AEBBD82D2610CA08B0A.jpeg
a person flying a kite in a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90623_submitter_file1__BRIGHTLIGHT.jpg
a person is flying a kite in a field .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90623_submitter_file2__UFO.jpg
an airplane flying over a body of water .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90623_submitter_file3__UFO2.jpg
a stop sign on the side of a road .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90626_submitter_file1__ufo.jpg
a plane flying in the sky with a sky background,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/91220_submitter_file3__jetsizes.png
a plane flying in the sky over a mountain .,http://localhost:8764/inception/v3/caption/image?url=http://www.mufoncms.com/files_jeud8334j/90855_submitter_file1__20180318130922.jpg
