Captions,Class,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Id,URL,id,text
,,,,,,,,,,,DEFE-31-174_245,"5‘5
.u.
-us‘\¥0""

I x ' . n I
‘ . ‘
31.1”: 3,1,8”- ‘.'...$-g-

 

15‘(::) L37 (:(7: XL

 

HZ .
‘-
_ +— a
’1 ‘1' w
~I"" V
‘4 ~‘ L‘
g; 7, ‘
‘5 ;_
. _‘ g
-: f—a _- .— __
,_‘ s: E
_' ... -'Z‘ 1
.:._ L j"" 1;. K
I < ‘. . t— _ r- a""
\— L. . . ._ \
-_‘ ».. . fx _
. - -\_‘ \ J L _.
(w H i“ {9 km E— +
>—-- k.‘ - V ’VI . -_-' v:
:’ fw ['5‘ _. C. V L) ._ L _
Q; . .— x; ,
u' u‘ E‘—
’ ._
.1 : .. h"" _ Y"" v- ‘r- \ 1
C; ~r~ ._-_
11 ' _ . .—. _
u... > .. I
D—— _; r . § ‘
a a o 1 .~ A .k ._ ‘
. x i. L .. Q ~ L L ."
,,,,,,,,,,,DEFE-31-174_26,"ANNEX A TO
SUF 76¢
Hf“!
REPunT OF AN UNIDENTIFIED FLYING OBJECT '
A. Date, Time 4!: 2’1 Oct 856 211+6A
Duration of Sighting anoiﬁns.
8. Description of Object Very bright orange light
(No of objects, size, 1 muect
shape, colour, brightness) Rmmd
C. Exact Position of Observer Bottom of garden
Location, indoor/outdoor, Indoors through window.
stationary/moving Staﬁbmmv
D. How Observed (naked eye, rekmiaye
binoculars, other optical
device, still or movie)
E. Direction in which object ‘Jest side of Aberdeen
first seen (A landmark may
be more useful than a badly
estimated bearing)
’)
F. Angle of Sight (Estimated Up tithe ggv,bMJCﬁmv
heights are unreliable) ‘ ' '
We (WxGJYO-wk
0. Distance (By reference to 3 Near Tree Tops Hotel,
known landmark) Aberdeen. NO WYWW'MK
Ho Movements (Changes in E, F & G Slo‘.,ly to‘1ards the sea
may be of more use than eastwards.
estimates of course and speed)
J. Met Conditions during Observations (nﬁarSky
(Moving clouds, haze, mist etc)
E
' K. Nearby Objects (Telephone lines, About 6 miles from Dyce

high voltage lines, reservoir, lake
or dam, swamp or marsh, river,
high buildings, tall chimneys,
steeples, spires, TV or radio masts,
airfields, generating plant,

factories, pits or other sites with

floodlights or night lighting)

 

 

airport"
,,,,,,,,,,,DEFE-31-174_32,".

 

‘v

‘
. . O . .y. .
at.
.4

 


 

."
,,,,,,,,,,,DEFE-31-174_127,"‘ A

...,..,_.
“W-.~u-..-. ., _ ' ‘

 

 

L.. To whom reported (Police.
military, press etc)

1F Lyneham Ops.
(Reported to Air Force Ops by
RAOC HG arc) '

 

M. Name & Address of Informant

MrseCﬂ0n40(Address not known)
Tel Swindon Section 40

 

N. Background of Informant that
may be volunteered

None known

 

Eone. However, similar sighthg

 

 

Conditions

0. Othe Witne as

r 55 reported by a/c in Shannon arpa
P. Date, Time of Receipt 2521SOZ Feb 86
0. Any Unusual Meteorological None

 

R. Remarks

 

An American 747 captain
reported similar sighting
near Shannon, Ireland.’
Apparently, object/apparition
lit up his flight deck.
LATCC have knowledge of this
particular incident

 

 

 

2 Feb ”6
Date...? ...... 8......

Copies to:
Sec(AS)2

AER/GE

DI 55 ~

File AF 0ps/2/5/1

Secﬂon40

.......

Squadron Leader
Duty Operations Officer
AF Ops

 

 


 

‘"
,,,,,,,,,,,DEFE-31-174_133,"'ut 'r'onuuo

3?”, .uzfz.

IQ‘U

 

O . I,""
M?) '5”. .‘ Uh.‘ '.
""IE: I“.‘.f:‘e .:

”gala I l

 
 

 

 

 

 

 

 

 

 

 

 

 

 

 
 

 
 

... ..
,_
J ‘1-
S ‘—
3' .
. _-
s , —
I u. '_ _; ._ T L
- “a :r '7 -
""_ , ' 5 r‘ ,4
l . ——~ 7— l
. 1 , _
-"" T 1' . , .— -
._ ,__ r . _.
4 .r. .y *~ .
, "" .. ' _,: - “
L ~ 3‘. T ' 1'. '-—
~-'; “ ' 5', —~ ~
.- ~ —- ..1_ V‘
; —_~ ""“ "" 1. ‘ 7L
y. , L . ‘ .-
‘ n. ""' J. » - _:
2‘ I; - -._ - t“
. r . , -.— - , — -
v. < .A- _ ,, ._ .1- . ‘ -‘ .. '
. ,. ~ .7 — . -.- .- — ’ ' '
'. “. .2- . ‘—‘ -. ~_, . h‘ - a
. . k» ‘ .
— s :1 -. - >
(I . 1_,_ v1; ':'_ I‘ ’ >
‘ .' “- ' . t. C. -”.' l— ;5. >- .' _ '
., - ;- ' > ,f ~ - __ 1""
. , 4 —- ’ -. . . , . . ,-
~_ 1 _. ._ _ >— , - . \ _ .. _. ._
‘ r v- f” ' . ‘ ‘ 4 ‘ : x -. "" “ ‘-
. _ __ .. - . -— -- ... - <
' n ’4- ..v '. ‘~.. ~’ 4‘ . .I'. J ‘ ' '
A . ,. - _. .. .. . ,— . ._ ‘_
. ., -. -._ .v .. ,__; :_ 7- '- ‘— ~.{ I: f... _-’
-. _. _. - ”s g. >- ~ 2"" .1 "" “ 2“ —
, _; ; ' ‘ ‘ 1“ .. ' :- x -. \ ' t :1 1
- - * L .' 4'. . . - _ v‘ . _ . ‘2 .~: —

l
1.

LA;

-,¢.“__.

-1.:
{.

 

 

Y1""!

:-‘ l' H.‘

1
, 1

1.7,

 

r-g

 


'ut '"
,,,,,,,,,,,DEFE-31-174_319,"To whom reported (Police,
military, press etc)

 

Secﬂon40

Name & Address of Informant

 

Background of Informant that ‘ .
may be volunteered EX nus driver
“59 55

 

Other Witnesses Hi1

 

Date, Time of Receipt 021810A

 

Any Unusual Meteorological Nil
Conditions

 

Remarks

 

 

 

 

Secﬂon40

Squadron Leader
.' Duty Operations Officer
Date..a.499.§5....... . AF Ops

Copies to:
Sec(AS)2

AEW/GE

DI 55 ;

File AF 0ps/2/S/1

 


 

To"
,,,,,,,,,,,DEFE-31-174_325,"it“

. . . ~

\’

J;. L.

(7'1y-.M-...~

.‘4.-lr

'I ;..1:‘.H..,.VI‘..;,7 0E5???""

. -., ;.
I\I.H/ f’f/

..,‘ 1'

~..’ ‘ -.-

 

2 . Lirf'Ujfiij.‘

. I:- x...

.\.-..‘.

 
 

In?"" -

‘ use

2.3 an SS

 

I 11-9.3

 

 

I; V. .,(X _ - L/NJE
-. _’ (/KL'EL"" ‘ U1u71C [v1 ""4“ “>11qu C“
. ~43; u'xhte L‘smn, Cw.) ,: (fl-Lip born—1 Wane amp)“ (461111
..: ., _. ‘ ._._ V{’ x,
-A. L -.«_‘4,. ._, .

M , L.

‘9 {)0 """"30

 

,r—v-‘_’“—‘ -——_--..-_ ._
- r . 4. ..—-_——+...___. w...—
' I .—~ I ‘ r .
—7—— L“...---——7——.---—’——.~ - .... ~—.~—..- --v — - I <fkvL L v JV 9 [1/1 {.5405 ' 3') 1-“ 'VV 'r Tg/VI
‘- * ""I , ~
.- . . ~ . '7 wC, ""L/~‘.l)
R..' \ rawh. \- ‘r; _ ‘ A ; . _
_ —-_.- _7
\
.‘_'__;§'L
42...“ .

\\' \’x
. I .
\ y"" -( x/ Y

#kau\.""'

{7
L|(,Iqr()

r _ .—
—Ar.n , Hut“:
\ -'b

 

 

 

f) x

NIGHT.

hﬂLL

“vau. (‘T""’.. .. _ x ._ '. .: .3 .‘
blink..- \I'Q‘Ir-‘-‘JKJ/ z». L..n...-.\\1 . ... ,/

 

L0 '.‘.'I.UII Zinﬁl‘guwl

[Llityu'y ‘1)1‘ [1.11:1 attic»

""1’,- ‘3 "" \..(.

1m.u; zm'u‘ .~«D..:‘F.‘v:; 0:».

r. OQP CFC
RAF Chan—«bur

T—‘W‘A ‘. ..
L.'-""Jl'.‘ 9L.

 

3‘le BACKGTKIUII; 27;- T""

(IVER 'ri ITEEES 273

f

7.1;"" \» ..~ -
‘.|I.K'.u-l.

523/1

f6. Aq L. «.1 ~75
\/(,,3 V C l. f, 4 )1

31-75“? L. C L.‘ . -

. Ta, UL-vcrruv—lucv

usamo O
1151’: HAY 3:.) ""CCLULJszJan

 

2300 219 W785

 

 


 

it"
,,,,,,,,,,,DEFE-31-174_331,"To whom reported (Police,
military, press etc)

MOD AFDC, Sqn Ldr Section 40

 

Name & Address of Informant

pu~Secﬂon4O
Secﬂon40

 

Background of Informant that
may be volunteered

x RAF Nivigator, ex MOD,

E
lo‘FW- cavvi ct: ’7qu}.
v-.. we“.-- .,,,,

 

Other Witnesses

Yes, but possibly only one.

 

Date, Time of Receipt

2422452 May 85

 

Any Unusual Meteorological
Conditions

 

Remarks

 

The observer was very keen
to make report but only did
so after much consideration.
He was grateful for the
opportunity to unburden him—
self.

 

 

Date 24‘. ”287 $5. .. ""

Copies to:
Sec(AS)2

AEW/GE

D1 55 . “
File.AF 0ps/2/5/1

Secﬂon40

Squadron Leader
Duty Operations Officer
AF Ops"
,,,,,,,,,,,DEFE-31-174_330,".i-

 

l I

 

 

 

 

 

 

 

 

 

 

 

ANNEX A TO
SUP SUE
REPORT OF AN UNIDENTIFIED FLYING OBJECT
. LIi‘IR’: “4-,v '),,\

A. Date, Time & gqichp ;’ sexieirkcch

Duration of Sighting ‘YD “ ‘0‘ 830“ C “0 ’
minutes
. Slightly ocd. sax a tri—

8. Description of Object angle of light, self llu-
(No Of ODJGCtS. Size. minated. Equilater al,
scape, colour, brightness) colour yellr'/silucr

30% ;e5’ Eiila'.‘ SE Cf She-Clef

C. Exact Position of Observer between St nroams and
Location, indoor/outdoor, Borehamwood. In warden
stationary/moving of friends house.

D. How Observed (naked eye,
binoculars, other optical Naked eye.
device, still or movie)

E. Direction in which object
first seen (A landmark may 33 towards Elstree
be more useful than a badly q_1ig~e
estimated bearing)

F. Angle of Sight (Estimated 3; _ 40° Elevation
heights are unreliable)

6. Distance (By reference to a Lo real idea.
known landmark)

H. Movements (Changes in E, F & O HO movement whicln caught
may be of more use than his attention, different
estimates of course and speed) to aircraft.

?J. Met Conditions during Observations Fairi; clear 9910“ or ”U
. h . ~ at accit z-1-.LC(‘O'
(mov1ng clouds, haze, mist etc) A , r
g oi ghting below cloud
i
SK. Nearby Objects (Telephone lines,

high voltage lines, reservoir, lake
or dam, swamp or marsh, river,
high buildings, tall chimneys,
steeples,
airfields, generating plant,

factories, pits or other sites with

floodlights or night lighting)

spires, TV or radio masts,

Large reservoirs nearby"
,,,,,,,,,,,DEFE-31-174_324,I w
,,,,,,,,,,,DEFE-31-174_318,"ANNEX A TO
SUV—FU?__—
REPORT OF AN UNIDENTIFIED FLYING OBJECT
A. Date, Time & 3/”-n_
Duration of Sighting C<i/yén
’ r _ ‘. r k. Like a glass egg
8' E::thpob32c:s ngigt No wings, no tail
‘“ U - ' , ' ”hinin; bricht as flees)
shape, colour, brightness) Q E b ( L j
C. Exact Position of Observer
Location, indoor/outdoor, In house
stationary/moving
D. How Observed (naked eye, ﬂaked eve
binoculars, other optical ”
device, still or movie)
E. Direction in which object 90min? £30m 2:iITCStOI?
first seen (A landmark may nCSt to Last
be more useful than a badly
estimated bearing)
F. Angle of Sight (Estimated 49°
heights are unreliable) ’
G. Distance (By reference to a 91080. F0 ref..
known landmark) half a mile estimated
H. Movements (Changes in E, F & G yhvaa togar,~ East
may be of more use than ' y
estimates of course and Speed)
‘J. Met Conditions during Observations Blue sky
(MoVing clouds, haze, mist etc)
|
K. Nearby Objects (Telephone lines,

high voltage lines, reservoir, lake
or dam, swamp or marsh, river,
high buildings, tall chimneys,
steeples, spires, TV or radio masts,
airfields, generating plant,

factories, pits or other sites with

floodlights or night lighting)

 

lJil"
,,,,,,,,,,,DEFE-31-174_132,"1:

13:1. . ... 1:: . ..! 1 .JJ. . l\1

0 0 0 ,0 .0: 0 0 0 0 0 9...... m0 0......ﬁ.....0 00

 
 

 

 

 

.I . _ .. .99!
ill.“ Ln” .!
U“ . Ln. 1....“

 

 


 

1:"
,,,,,,,,,,,DEFE-31-174_126,"‘-

 

MINISTRY crnrrméw
Sec.(r‘.3)2

24.18193

 

 

REPORT OF AN UNIDENTIFIED FLYING OBJECT

 

3°(A5‘ ‘4‘?!"" (3455’

m Gﬁ/seto

ANﬂEX A TO
50

DZ

 

Date. Time &
Duration of Sighting

 

Description of Object
(no of objects, size,
shape, colour, brightness)

(.3
+
""1
'1
IT)
(D
I}
r)’
L.)
’J
FJ
O
”)

 

Exact Position of Observer
Location, indoor/outdoor,
stationary/moving

 

How Observed (naked eye,
binoculars. other optical
device, still or movie)

"" 1—3: va
“IT-.0- 8‘; .

 

F1

Direction in which object
first seen (A landmark may
be more useful than a badly
estimated bearing)

a . .
L""(‘“ tw- rum“
vi a- U-t_..\.k4'..

 

""1

Angle of Sight (Estimated
heights are unreliable)

"" 4. ‘ t . t
-IOK. (1.0;‘13'.

 

Distance (By reference to a
known landmark)

 

Movements (Changes in E, F & C
may be of more use than

estimates of course and speed)

 

 

Met Conditions during Observations
(Moving clouds, haze, mist etc)

""1 ~ m: .
’JIC.'L‘.:

 

 

 

, steeples, spires, TV or radio masts,

Nearby Objects (Telephone lines,
high voltage lines, reservoir, lake
or dam, swamp or marsh, river,

high buildings, tall chimneys,

airfields. generating plant,
factories, pits or other sites with
floodlights or night lighting)

Kot known

 

 

 

 


 

‘-"
,,,,,,,,,,,DEFE-31-174_33,"REPORT OF AN UNIDENTIFIED FLYING OBJECT

vb
ANNEX A TE
SOP 502

 

 

 

 

 

 

 

 

 

 

12 Oct 86.

A. Date. Time & 1330 hrs.
Duration of Sighting 5 minutes

B. Description of ObJect l obJect.
(No 0? obJects. size. Bright gellow hall of
shape. colour. brightness) light

C. Exact Position 0? Observer Outdoors in stationarg
Location. indoor/outdoor: vehicle
stationary/moving

D. How Observed (naked oge. Naked eqe.
binoculars. other optical
device. still or movie

E. Direction in which obJect
First seen (A landmark mag Nest of Milton Keynes
be more useful than a badly
estimated bearing)

F. Angle of Sight (Estimated On horizon.
heights are unreliable)

G. Distance (89 re9erence to a Not known.
known landmark

H. Movements (Changes in E. F & G Stationary but obJect
mag be oF more use than disappeared and reageared
estimates of course and speed)

J. Met Conditions during Observations Dull but clear.
(Moving clouds. haze. mist etc)

K. Nearbg ObJects (Telephone lines.

high voltage lines. reservoir. lake
or dam. swamp or marsh. river.

high buildings. tall chimneys.
steeples. spires. TV or radio masts.
airFields. generating plant.
Factories. pits or other sites with
Floodlights or night lighting)

Open country but obJect
seen through trees."
,,,,,,,,,,,DEFE-31-174_27,"a-

 

 

 

 

 

 

 

 

 

 

L. ’ '.To whom reported (Police, ‘ Constable Section 40 Aberdeen
military, press etc) Pdﬁce
Secﬂon40
M. Name & Address of Informant
N. Background of Informant that~ Nam ghmn
may be volunteered ‘
O. Other Witnesses Husband of Section 40
~ , Received in HOD AF Ops at 2210A
P. Date, Time of Receipt 210ct86. ’
Q. Any Unusual Meteorological"" None
Conditions '
R. Remarks .None given
Secﬂon40
Squadron Leader
, Duty Operations Officer
Date.?j.qqy.§9 ....... . AF Ops
Copies to:
Sec(AS)2
AER/GE
DI 55

File AF Ops/2/5/1

 

 

 


 

a-"
,,,,,,,,,,,DEFE-31-174_244,"‘ . a'ﬁii’iﬁéh

mi“:-

4
_v§‘4

 

 

-
. .‘,_..,

 

» 11 '
,n ‘ r
5"",: ’3"" ‘5‘ .. N35 r v v t c

 
 

 

 

39);;(5’, I:
} I ' A
.‘ .v, .

p.

I I

 


‘ . a"
,,,,,,,,,,,DEFE-31-174_250,"...- ..~ . .
.-.- . .
um""? """"‘ "" -~ - -
""WP-9v”. .. ..
.U

u .A m- .1... 5.

w

 

I - a."" .3 ,

«tn—.9...—

a'

“bl-’1'
i

\

‘1

\

 

3T0 wﬁom reported .(Police.
.military. _press etc) ~

:ﬁbéndéen'foliée. Secﬂon40

 

\

Naﬁg & Address §I;Informent5 '

Secﬂon40 _ ~‘u
”Aberdeen. Secﬂon40

 

~ .. .uI
fBeckground of Informant- -that
sma-y. be volun eered ~~ , -

\.|-.“

uExaFgrqe§""

‘ .5

~.

,
A . “"" ~

,
W

 

‘..-.. l_' .v.

0.1 'QOther Witnégges'

O‘ -
-.r

‘iife and three older;
chi].dren

n

 

rDat§{ Time of5éécg?9t' .33“

U! I - '

22234523313 85

 

. Any Undsbél'reteorologicai”
. ijnditions ‘“j‘ ‘ w-q

 

‘_§ﬁemarks

 

Informant saw between
2200 and 2330 the same M

'shapes a-Il travelling Nw-.
six times..

-....

 

 

 

 

:23.Aug 85'

Date

Copies“£o:
SecIAS)?

AER/GE

DI 55 -

:File AF; Ops/2/5/1

 

Squadron Leader ”.
.Duty Operations 'Ofriéer_
AF 0p: :'

 

 

 

 

 


...-"
,,,,,,,,,,,DEFE-31-174_278,"4 a
. . . i.,. . t ..2
.; v'_‘__;..~...:$.'v:n:7r-.'—Q—’-L-;= 1:33;? ‘2‘

r t

~’V

... -.., .-
.L- r' .I-

The Flying Complaints Flight at Rudloe Manor arechKcerned

v

'with receiving and investigating flying complaints. .In the course of

‘their duties they occasionally receive UFQ reports (as do many other

units) but they have no specific role with regard to this sUbject.

Secretariat (Air Staff) is the Division which provides
secretariat support to CAS and the Air Staff and in this capacity is
responsible for correspondence with members of the public and
answering PQs etc on many subjects, including UFO's. Sec(AS)2 is the
branch which amongst other things handles UFO's, there is no such
branch as Air Staff Secretariat 8. You may be thinking of Defence
Secretariat 8 which no longer exists and from which Sec(AS) evolved

as a result of reorganisation of MOD last January.“

c. Many of the UFO reports received in MOD come through Defence
establishments, although most of these come originally from members
of the public. Very few reports are made by military pilots; for

instance, in the last 12 months Sec(AS) has received only one such

report.
0
[GE3 to provide advice please]
e. The Department is happy to release what information we have on

specific incidents. However we could not justify the effort involved

in searching for or collating information of a more general nature."
,,,,,,,,,,,DEFE-31-174_287,"‘i4.

 

b.

REPORT OF AN UNI DEF]? IFIED F

 

LYING OBJECT

L*,C

ANNEX A TO
56? out

 

 

 

 

 

 

 

 

 

 

 

 

A. Date, Time a ’1‘? JUL PS 2233:;
Duration of Sighting 30 KISS.

8. Description of Object 6' SC'J': 2, EXHKITE
(No of objects. size. FLnS""IKG LIGXTS.
s.ape,co10tr, brightness)

C. Exact Position of Observer :E6711?:‘;""84 1’ €“‘jf£;-’
Locat1on, indoor/outdoor, 5131” V“ V“““‘ “‘
stationary/moving ‘ ”

D. How Observed (naked eye,
binoculars, other optical NAKED EYE.
device, still or movie)

E Direction in which object
first seen (A landmark may 10: KICJ‘
be more useful than a badly ‘ ' ""
estimated bearing)

'2 1.’ ‘0‘"" .""7"" rm

r. Angle of Sight (Estimated EELgfingirrﬁ hum“
heights are unreliable) “ U’

G. Distance (By reference to a . m , ,.
known landmark) 1‘01. IJVOHI-o

H. Movements (Changes in E,’F & G -T i -“r V "".0.“
may be of more use than §:G§?;§§%5 Sgétﬁzt‘T
estimates of course and speed) “ ““ “‘““ ” “”*‘ “V'

J. Met Conditions during Observations DXRY
(having clouds, haze, mist etc) ’ ‘

K. Nearby Objects (Telephone lines,
high voltage lines, reservoir, lake EV GE” BLDG
or dam, swamp or marsh, river, ‘ V 0
high buildings, tall chimneys, OFFICE BLOCK“
steeples, spires, TV or radio masts,
airfields, generating plant,
factories, pits or other sites with
floodlights or night lighting)

 

 

 


 

‘i"
,,,,,,,,,,,DEFE-31-174_293,"15.7085. 1.006 pm .. “.10 pm.

Spherical, approx 30-“0 feet diameter, with appearance of highly
polished silver metal, with a protruding lip i of the way from

the bottom, this being mid grey in colour. The lower surface of
this lip seemed to have a flat surface on the horizontal axis of the
sphere, the upper surface of the lip seemed concave and faired in.
The object emitted a throbbing double-beat sound somewhat skin to a
ship's propeller. The object became silent before it was out of the
audio range one would expect, as if the sound source had stopped.

Section 40
Horsham,
w. Sussex.

The object was seen from both indoors andooutdoors, in a direction
from the house of approx 330 through 260 . I was stationary on
foot.

The sighting was entirely by naked eye.

The direction in which the object was first seen was approx 330° from
the house. No landmarks available.

Very approx 30°.
Approx i mile, no landmarks of use in this respect.

The object moved in an are from 330° to 2600 (from observers position)
increasing distance from the observer through this arc, and coming

back towards the observers position, towards the end of the arc, visual
contact was lost at this point, the object seemed to maintain a constant
altitude. '

There was a white overcast sky behind the object at all times but
visibility was very good and at no time was there any cloud or mist
between object and observer.

' The only nearby site of the types specified is the airport at Gatwick.

Air Traffic'Control. Dunsfold Aerodrome, Surrey.

 

 


15.70"
,,,,,,,,,,,DEFE-31-174_285,", . v‘o.».v.~~. . . ~ » - ' .. » ' "" s -'._ 2 ;:.~'.. j’ﬁw -
f ‘1‘ In: \3 as c . SuO‘Q u @134) 5 .
HDEN'I‘IFIF'D mum om'r mommm Q3533?""

 

 

Reql'llll'llﬁanill 1' \&;:Z-’

1. Details of Complaint.

?. Sightinn‘:

 

a. Date/Time of Sighting and Duration: 1+ ""Tun - GQQ \ - ¢°Q ‘ H002.

b. Position of Observer: 9975.33 Noe-{3.4 A02:

c. Iiou Observed:
S‘VHTLOKLOQE. ADQTQrA “£3

d. Direction Object firS‘ Soon:

NORTH
(3. Angle of "".lo‘ration:
4-890
1‘. Distance of Object from Observer:

3 nu“. “09mg-
g. to “sent of O‘:jcci:

QTQ‘MWT’ eeuae Q~5D 022.“ Sk0~3~
h. Iict Conditions:

Lgcqm
j. ‘ i‘Icarby Objects:

Norma

k. To Whom Re ortcd:
*- mm m... Hu—

1. Other Witnesses:
9c. —- 87quikﬂ 934.4 $1”-
m. Ccmncnts: ens-vac: max 8199. Commo - 9““ (swi Cuu‘n—uAr Luna?)

MDJ 01 ‘°BV~9— 0:0 moo? .
3. Date and Time Received:

74+th as
0‘1 on

 
 
 

Signed
Name:

Date: Rank 0"": Tel No:"
,,,,,,,,,,,DEFE-31-174_291,"w— &« d‘r.»

‘1-‘KSHIRE METROPOLITAN POLICE

1 Reference:

iiimuTE SHEET

‘ ,l'

Subject StatiOn 5°""e’by Bridge

bossmt UFO SIGHTING - ’ Chief. Superintendent Section 40

. I
I have to report that at 21.37 hours Sunday 7 July 1985 I was
at Sowerby Bridge Police Station when I received a report by
telephone from aSection 40 born 22.12.15 of Section 40
Section 40 Rishworth that at between 2 50 am and 3.10 am on Sunday
7 July 1985 he saw in an easterly direction from his house, at
an altitude of 50 above the horizon a strong white light which
he said was flickering and was travelling in a southerly direction
towards Manchester.

I suggested to him that this may have been a sighting of an aircraft
but he insisted that this was not the case. I therefore respectfully
suggest that this report be forwarded to the Force HQ for the

attention of Chief Superintendent, Admin and that he may feel

it worthy of being passed to the Ministry of Defence Department

54? (Air), Main Building, Whitehall, London SW1A 2HB for their
information.

Section 40

PC Section 40
-2...
Chief Superintendent — Administration

Forwarded in order that the appropriate authorities may be informed.

Section 40
Sowerby Bridge.
10.7.85

Mari. mu- :«3

72JULi9BS"
